UserName,Date,"Star rating","Review Comment",Link
"sai krishna","July 31, 2017",,"I got nothing to get inspired, I never been so successful or never been appreciated for one small thing.... I did felt lonely, no one inspired me. then I got some sense.then I begun to. learn to motivate myself n succeed. for. one time in this life instead of giving up n die. but I figured there is a. small hope left in me, that I still can, n now I got some change in my. mind n I'll work hard to bring change n to. make my tomorrow a better day by accepting my present.",
"Hakimi Shafie","July 31, 2017",,"9:48 😊",
"Rafael Rodrigo","July 31, 2017",,"This video was a waste of my time",
TheHarveyConnection,"July 31, 2017",,"This doesn't sound like Morgan Freeman",
"Bri Rychalsky","July 31, 2017",,"I have severe depression, and this speaks to me. I just wish I could do these things as easily as everyone else",
"Dan Lewis","July 31, 2017",,"I wanted to like this video, but there's too much poop/woo in it.   The use of the word, 'soul' disqualified the video from being truly honest and clear.  Don't go talking about stuff that has zero proof of existence.   Some of the opening audio is screwy too, with more than one voice talking at the same time. Want to be clear? Don't double voice.  I recommend a serious rewrite minus the vague stuff.",
osbely,"July 31, 2017",,"I can't afford Bose headphones.",
thedarknessofnana,"July 31, 2017",,"Incredibly uplifting and motivational!",
"Dolan Dank","July 31, 2017",,"*Instructions not clear enough, got pecker stuck In front door*  *Alert,I say ALERT*",
LDcorx,"July 31, 2017",,"Money rules the world. 💡",
"Puff Daddy","July 31, 2017",,"How about think smarter not harder.",
"dubra dabra","July 31, 2017",,"This is an indication of the disease of this world ... EGOIZAM is the message of this video ... because of this and this attitude the world is ugly and not a nice place to live .. where is the reason why people are in this state ... you have to do everything Yourself because .. someone else will not help you... is not the truth.. propagated by the author of this bun.",
"KING APOCALYSP","July 31, 2017",,thanks,
"マイケル Λdd1x7","July 31, 2017",,"After hearing Morgan Freeman I'm gonna leave for work and pretend to do some epic shit! Thanks Morgan (I might get fired on accident today)",
"No Filter Nina","July 31, 2017",,"I changed my life by thinking this way.",
"Dave Lee","July 31, 2017",,"I have been doing this since I was a kid, every time I am getting close to the top of the ladder my family dropped a bomb on me with their gambling debts.  They dropped a $3million bomb on me two years ago and again they took off let me clean after their shit.  For the past two years I don't even know how to describe it to anyone of my old friends when they called and ask how I am doing.  I sold my house and cleared $1.5million and I still have to find away to pay for the outstanding debts with high interest rates.  So f**king sick of being chase every f**king day by the loan shark.  People, don't gamble!!!  I am not even dead yet but I am already in hell!!!",
"Harry & Dann","July 31, 2017",,"Well now I want to quit my job and go travelling, that's my dream",
"Creek Chubin","July 31, 2017",,"FUCK OFF",
"Snowy Dora","July 31, 2017",,"False Greatness, If I could reach from pole to pole or grasp the ocean with a span, I would be measured by the soul. The mind's the standard of the man.",
"Jc Media","July 31, 2017",,"The most vacuous video I have ever heard!!",
"Kathleen Simpson","July 31, 2017",,"It's all me, me ,me ,me, ME ! That's the real problem!",
"Gregor Bscheschicha","July 31, 2017",,"Nice Video but that is obvious. Everybody should know this, because that is a healthy mind. But there are things that should be added and some that maybe should be put away. But still a acceptable Video",
"mae she","July 31, 2017",,"What do you want to be remembered for! !!",
"Israel T.","July 31, 2017",,"Yeah keep on slaving harder , the system loves it!",
"The Quark","July 31, 2017",,"Federal Reserve System.",
Owlzy42,"July 31, 2017",,"I wish to be a football player one day but I seem to not improve but this motivated me to do my best in everything I do. I don't play for a club. I just play at my house and school but I want to improve to join a club and excel to join a good team and outstanding to join the national team and outshine to play for Big clubs. Thank you",
"Hello Hello","July 31, 2017",,"Please no Ad suddenly appears",
BANKO007,"July 31, 2017",,"Waffle and happy talk which will make many people who don't have special talents feel like they've failed.",
Sunrise,"July 31, 2017",,"Yup keep motivating yourself to keep yourself fooled. All you achieve is just a fleeting emotion of pride.",
"Ahmad Ullah","July 31, 2017",,Good,
"Jeffrey Morris","July 31, 2017",,"Very male focussed!",
"Came to change my username - can't think of one.","July 31, 2017",,"This is great. Maybe it would be even better with a few more female motivational speakers.",
"david pittman","July 31, 2017",,"I'm sorry, but I have to say it...I've always liked your vids. I mean seriously great stuff. But this one has a little bit of cringe to it. You used a Morgan Freeman imitator and then made sure you put him in right at the beginning so we'd be more inclined to think it was ACTUALLY Morgan Freeman.",
RiffRaff,"July 31, 2017",,"The best first step is to stop watching TV.",
"Don Noneofgooglesbiz","July 31, 2017",,"Not all dreams come true, no matter how much work and motivation is put into them. Some dreams come true but offer no reward except doing them, like pouring years into study to write a book that no one wants to buy nor read. Some artists will always be starving artists, but their joy came in the journey of their work, not in a glorious destination. If we lie to people and tell them that their dreams can be reached with enough effort, motivation, and faith, by sheer determination, we but prepare crushed souls when reality dictates failure, and with numbness many people will have nothing left to dream with again. Not every swimmer can be an Olympic champion, and not every student of science can be an Einstein. The secret is accepting that you don't have to be.",
"Iain Gregory","July 31, 2017",,"good ole CT in there",
"Feld Effekt","July 31, 2017",,"I used to consume a lot of that motivational stuff in the past and know that in the long run you earn damage. The one and only focus of these motivational shows is one goal and that's it. Will your life be balanced with this state of mind? Hell NO! It simply tells you that You need MORE, do MORE, achieve MORE. But true happiness comes from less materialistic possession, less workload, less ambitions (given you've got the basic material means of living) and spending more time with your loved ones. Mature overachievers that look back at their lives do not regret to have spent too little time with their work, but with their loved ones and their hobbies. By the way, where do you need motivational courses? A) in boosting sales performance, B) in boosting athletic performance, C) in boosting work performance. Who atually benefits the most from an ingreace of your productivity? If you still believe that this motivational content aimes for a happier and more fulfilling life for YOU, You'd better think twice.",
